Date,^GSPC,BTC-USD,2% or less,Crypto 5day retur,Consecutive SP down,,
8/21/15,-3.19%,-1%,1,-1%,1,,
8/24/15,-3.94%,-4%,1,-1%,1,,
8/25/15,-1.35%,2%,0,0%,0,,
8/26/15,3.90%,-1%,0,0%,0,,
8/27/15,2.43%,4%,0,0%,0,,
8/28/15,0.06%,-1%,0,0%,0,,
8/31/15,-0.84%,-1%,0,0%,0,,
9/1/15,-2.96%,1%,1,5%,0,,
9/2/15,1.83%,-1%,0,0%,0,,
9/3/15,0.12%,2%,0,0%,0,,
9/4/15,-1.53%,1%,0,0%,0,,
9/8/15,2.51%,2%,0,0%,0,,
9/9/15,-1.39%,0%,0,0%,0,,
9/10/15,0.53%,1%,0,0%,0,,
9/11/15,0.45%,-2%,0,0%,0,,
9/14/15,-0.41%,-3%,0,0%,0,,
9/15/15,1.28%,0%,0,0%,0,,
9/16/15,0.87%,2%,0,0%,0,,
9/17/15,-0.26%,0%,0,0%,0,,
9/18/15,-1.62%,0%,0,0%,0,,
9/21/15,0.46%,0%,0,0%,0,,
9/22/15,-1.23%,0%,0,0%,0,,
9/23/15,-0.20%,2%,0,0%,0,,
9/24/15,-0.34%,1%,0,0%,0,,
9/25/15,-0.05%,0%,0,0%,0,,
9/28/15,-2.57%,1%,1,5%,0,,
9/29/15,0.12%,0%,0,0%,0,,
9/30/15,1.91%,0%,0,0%,0,,
10/1/15,0.20%,0%,0,0%,0,,
10/2/15,1.43%,1%,0,0%,0,,
10/5/15,1.83%,3%,0,0%,0,,
10/6/15,-0.36%,-1%,0,0%,0,,
10/7/15,0.80%,0%,0,0%,0,,
10/8/15,0.88%,1%,0,0%,0,,
10/9/15,0.07%,1%,0,0%,0,,
10/12/15,0.13%,1%,0,0%,0,,
10/13/15,-0.68%,1%,0,0%,0,,
10/14/15,-0.47%,1%,0,0%,0,,
10/15/15,1.49%,3%,0,0%,0,,
10/16/15,0.46%,3%,0,0%,0,,
10/19/15,0.03%,0%,0,0%,0,,
10/20/15,-0.14%,-1%,0,0%,0,,
10/21/15,-0.58%,3%,0,0%,0,,
10/22/15,1.66%,1%,0,0%,0,,
10/23/15,1.10%,2%,0,0%,0,,
10/26/15,-0.19%,1%,0,0%,0,,
10/27/15,-0.26%,3%,0,0%,0,,
10/28/15,1.18%,3%,0,0%,0,,
10/29/15,-0.04%,3%,0,0%,0,,
10/30/15,-0.48%,4%,0,0%,0,,
11/2/15,1.19%,10%,0,0%,0,,
11/3/15,0.27%,10%,0,0%,0,,
11/4/15,-0.35%,1%,0,0%,0,,
11/5/15,-0.11%,-5%,0,0%,0,,
11/6/15,-0.03%,-3%,0,0%,0,,
11/9/15,-0.98%,3%,0,0%,0,,
11/10/15,0.15%,-11%,0,0%,0,,
11/11/15,-0.32%,-9%,0,0%,0,,
11/12/15,-1.40%,10%,0,0%,0,,
11/13/15,-1.12%,0%,0,0%,0,,
11/16/15,1.49%,-1%,0,0%,0,,
11/17/15,-0.13%,1%,0,0%,0,,
11/18/15,1.62%,1%,0,0%,0,,
11/19/15,-0.11%,-3%,0,0%,0,,
11/20/15,0.38%,-1%,0,0%,0,,
11/23/15,-0.12%,0%,0,0%,0,,
11/24/15,0.12%,-1%,0,0%,0,,
11/25/15,-0.01%,3%,0,0%,0,,
11/27/15,0.06%,10%,0,0%,0,,
11/30/15,-0.46%,5%,0,0%,0,,
12/1/15,1.07%,-4%,0,0%,0,,
12/2/15,-1.10%,-1%,0,0%,0,,
12/3/15,-1.44%,0%,0,0%,0,,
12/4/15,2.05%,0%,0,0%,0,,
12/7/15,-0.70%,9%,0,0%,0,,
12/8/15,-0.65%,4%,0,0%,0,,
12/9/15,-0.77%,1%,0,0%,0,,
12/10/15,0.23%,0%,0,0%,0,,
12/11/15,-1.94%,8%,0,0%,0,,
12/14/15,0.48%,-2%,0,0%,0,,
12/15/15,1.06%,5%,0,0%,0,,
12/16/15,1.45%,-2%,0,0%,0,,
12/17/15,-1.50%,0%,0,0%,0,,
12/18/15,-1.78%,2%,0,0%,0,,
12/21/15,0.78%,-6%,0,0%,0,,
12/22/15,0.88%,0%,0,0%,0,,
12/23/15,1.24%,1%,0,0%,0,,
12/24/15,-0.16%,2%,0,0%,0,,
12/28/15,-0.22%,-7%,0,0%,0,,
12/29/15,1.06%,2%,0,0%,0,,
12/30/15,-0.72%,-1%,0,0%,0,,
12/31/15,-0.94%,1%,0,0%,0,,
1/4/16,-1.53%,1%,0,0%,0,,
1/5/16,0.20%,0%,0,0%,0,,
1/6/16,-1.31%,0%,0,0%,0,,
1/7/16,-2.37%,6%,1,0%,1,,
1/8/16,-1.08%,-1%,0,0%,0,,
1/11/16,0.09%,-1%,0,0%,0,,
1/12/16,0.78%,-1%,0,0%,0,,
1/13/16,-2.50%,-3%,1,-7%,0,,
1/14/16,1.67%,-1%,0,0%,0,,
1/15/16,-2.16%,-13%,1,-7%,0,,
1/19/16,0.05%,2%,0,0%,0,,
1/20/16,-1.17%,9%,0,0%,0,,
1/21/16,0.52%,-1%,0,0%,0,,
1/22/16,2.03%,-7%,0,0%,0,,
1/25/16,-1.56%,3%,0,0%,0,,
1/26/16,1.41%,-1%,0,0%,0,,
1/27/16,-1.09%,1%,0,0%,0,,
1/28/16,0.55%,-4%,0,0%,0,,
1/29/16,2.48%,0%,0,0%,0,,
2/1/16,-0.04%,-2%,0,0%,0,,
2/2/16,-1.87%,0%,0,0%,0,,
2/3/16,0.50%,-2%,0,0%,0,,
2/4/16,0.15%,6%,0,0%,0,,
2/5/16,-1.85%,-1%,0,0%,0,,
2/8/16,-1.42%,-4%,0,0%,0,,
2/9/16,-0.07%,1%,0,0%,0,,
2/10/16,-0.02%,2%,0,0%,0,,
2/11/16,-1.23%,-1%,0,0%,0,,
2/12/16,1.95%,1%,0,0%,0,,
2/16/16,1.65%,6%,0,0%,0,,
2/17/16,1.65%,3%,0,0%,0,,
2/18/16,-0.47%,1%,0,0%,0,,
2/19/16,0.00%,0%,0,0%,0,,
2/22/16,1.45%,4%,0,0%,0,,
2/23/16,-1.25%,-4%,0,0%,0,,
2/24/16,0.44%,1%,0,0%,0,,
2/25/16,1.13%,0%,0,0%,0,,
2/26/16,-0.19%,1%,0,0%,0,,
2/29/16,-0.81%,2%,0,0%,0,,
3/1/16,2.39%,0%,0,0%,0,,
3/2/16,0.41%,-2%,0,0%,0,,
3/3/16,0.35%,-1%,0,0%,0,,
3/4/16,0.33%,-2%,0,0%,0,,
3/7/16,0.09%,1%,0,0%,0,,
3/8/16,-1.12%,-1%,0,0%,0,,
3/9/16,0.51%,0%,0,0%,0,,
3/10/16,0.02%,1%,0,0%,0,,
3/11/16,1.64%,1%,0,0%,0,,
3/14/16,-0.13%,-1%,0,0%,0,,
3/15/16,-0.18%,0%,0,0%,0,,
3/16/16,0.56%,0%,0,0%,0,,
3/17/16,0.66%,1%,0,0%,0,,
3/18/16,0.44%,-2%,0,0%,0,,
3/21/16,0.10%,1%,0,0%,0,,
3/22/16,-0.09%,1%,0,0%,0,,
3/23/16,-0.64%,0%,0,0%,0,,
3/24/16,-0.04%,-1%,0,0%,0,,
3/28/16,0.05%,0%,0,0%,0,,
3/29/16,0.88%,-1%,0,0%,0,,
3/30/16,0.44%,1%,0,0%,0,,
3/31/16,-0.20%,0%,0,0%,0,,
4/1/16,0.63%,1%,0,0%,0,,
4/4/16,-0.32%,1%,0,0%,0,,
4/5/16,-1.01%,0%,0,0%,0,,
4/6/16,1.05%,0%,0,0%,0,,
4/7/16,-1.20%,-1%,0,0%,0,,
4/8/16,0.28%,0%,0,0%,0,,
4/11/16,-0.27%,2%,0,0%,0,,
4/12/16,0.97%,0%,0,0%,0,,
4/13/16,1.00%,0%,0,0%,0,,
4/14/16,0.02%,1%,0,0%,0,,
4/15/16,-0.10%,0%,0,0%,0,,
4/18/16,0.65%,1%,0,0%,0,,
4/19/16,0.31%,1%,0,0%,0,,
4/20/16,0.08%,2%,0,0%,0,,
4/21/16,-0.52%,-1%,0,0%,0,,
4/22/16,0.00%,1%,0,0%,0,,
4/25/16,-0.18%,4%,0,0%,0,,
4/26/16,0.19%,-4%,0,0%,0,,
4/27/16,0.16%,0%,0,0%,0,,
4/28/16,-0.92%,1%,0,0%,0,,
4/29/16,-0.51%,-1%,0,0%,0,,
5/2/16,0.78%,0%,0,0%,0,,
5/3/16,-0.87%,-1%,0,0%,0,,
5/4/16,-0.59%,1%,0,0%,0,,
5/5/16,-0.02%,3%,0,0%,0,,
5/6/16,0.32%,0%,0,0%,0,,
5/9/16,0.08%,-2%,0,0%,0,,
5/10/16,1.25%,1%,0,0%,0,,
5/11/16,-0.96%,0%,0,0%,0,,
5/12/16,-0.02%,0%,0,0%,0,,
5/13/16,-0.85%,0%,0,0%,0,,
5/16/16,0.98%,-1%,0,0%,0,,
5/17/16,-0.94%,0%,0,0%,0,,
5/18/16,0.02%,-3%,0,0%,0,,
5/19/16,-0.37%,0%,0,0%,0,,
5/20/16,0.60%,0%,0,0%,0,,
5/23/16,-0.21%,1%,0,0%,0,,
5/24/16,1.37%,1%,0,0%,0,,
5/25/16,0.70%,1%,0,0%,0,,
5/26/16,-0.02%,5%,0,0%,0,,
5/27/16,0.43%,11%,0,0%,0,,
5/31/16,-0.10%,3%,0,0%,0,,
6/1/16,0.11%,0%,0,0%,0,,
6/2/16,0.28%,6%,0,0%,0,,
6/3/16,-0.29%,1%,0,0%,0,,
6/6/16,0.49%,1%,0,0%,0,,
6/7/16,0.13%,1%,0,0%,0,,
6/8/16,0.33%,-1%,0,0%,0,,
6/9/16,-0.17%,1%,0,0%,0,,
6/10/16,-0.92%,2%,0,0%,0,,
6/13/16,-0.81%,16%,0,0%,0,,
6/14/16,-0.18%,1%,0,0%,0,,
6/15/16,-0.18%,10%,0,0%,0,,
6/16/16,0.31%,-2%,0,0%,0,,
6/17/16,-0.33%,1%,0,0%,0,,
6/20/16,0.58%,-11%,0,0%,0,,
6/21/16,0.27%,-12%,0,0%,0,,
6/22/16,-0.17%,5%,0,0%,0,,
6/23/16,1.34%,6%,0,0%,0,,
6/24/16,-3.59%,1%,1,6%,1,,
6/27/16,-1.81%,-3%,0,0%,0,,
6/28/16,1.78%,-1%,0,0%,0,,
6/29/16,1.70%,5%,0,0%,0,,
6/30/16,1.36%,1%,0,0%,0,,
7/1/16,0.19%,3%,0,0%,0,,
7/5/16,-0.68%,-4%,0,0%,0,,
7/6/16,0.54%,-6%,0,0%,0,,
7/7/16,-0.09%,4%,0,0%,0,,
7/8/16,1.53%,-2%,0,0%,0,,
7/11/16,0.34%,3%,0,0%,0,,
7/12/16,0.70%,-1%,0,0%,0,,
7/13/16,0.01%,-1%,0,0%,0,,
7/14/16,0.53%,1%,0,0%,0,,
7/15/16,-0.09%,-1%,0,0%,0,,
7/18/16,0.24%,2%,0,0%,0,,
7/19/16,-0.14%,-1%,0,0%,0,,
7/20/16,0.43%,0%,0,0%,0,,
7/21/16,-0.36%,-2%,0,0%,0,,
7/22/16,0.46%,1%,0,0%,0,,
7/25/16,-0.30%,0%,0,0%,0,,
7/26/16,0.03%,0%,0,0%,0,,
7/27/16,-0.12%,0%,0,0%,0,,
7/28/16,0.16%,0%,0,0%,0,,
7/29/16,0.16%,0%,0,0%,0,,
8/1/16,-0.13%,-22%,0,0%,0,,
8/2/16,-0.64%,10%,0,0%,0,,
8/3/16,0.31%,2%,0,0%,0,,
8/4/16,0.02%,0%,0,0%,0,,
8/5/16,0.86%,2%,0,0%,0,,
8/8/16,-0.09%,0%,0,0%,0,,
8/9/16,0.04%,1%,0,0%,0,,
8/10/16,-0.29%,-1%,0,0%,0,,
8/11/16,0.47%,0%,0,0%,0,,
8/12/16,-0.08%,0%,0,0%,0,,
8/15/16,0.28%,-1%,0,0%,0,,
8/16/16,-0.55%,-1%,0,0%,0,,
8/17/16,0.19%,0%,0,0%,0,,
8/18/16,0.22%,0%,0,0%,0,,
8/19/16,-0.14%,1%,0,0%,0,,
8/22/16,-0.06%,0%,0,0%,0,,
8/23/16,0.20%,-1%,0,0%,0,,
8/24/16,-0.52%,0%,0,0%,0,,
8/25/16,-0.14%,0%,0,0%,0,,
8/26/16,-0.16%,-2%,0,0%,0,,
8/29/16,0.52%,1%,0,0%,0,,
8/30/16,-0.20%,-1%,0,0%,0,,
8/31/16,-0.24%,0%,0,0%,0,,
9/1/16,0.00%,1%,0,0%,0,,
9/2/16,0.42%,4%,0,0%,0,,
9/6/16,0.30%,2%,0,0%,0,,
9/7/16,-0.01%,2%,0,0%,0,,
9/8/16,-0.22%,0%,0,0%,0,,
9/9/16,-2.45%,0%,1,-3%,0,,
9/12/16,1.47%,-3%,0,0%,0,,
9/13/16,-1.48%,0%,0,0%,0,,
9/14/16,-0.06%,0%,0,0%,0,,
9/15/16,1.01%,0%,0,0%,0,,
9/16/16,-0.38%,0%,0,0%,0,,
9/19/16,0.00%,0%,0,0%,0,,
9/20/16,0.03%,-2%,0,0%,0,,
9/21/16,1.09%,0%,0,0%,0,,
9/22/16,0.65%,1%,0,0%,0,,
9/23/16,-0.57%,0%,0,0%,0,,
9/26/16,-0.86%,0%,0,0%,0,,
9/27/16,0.64%,0%,0,0%,0,,
9/28/16,0.53%,0%,0,0%,0,,
9/29/16,-0.93%,1%,0,0%,0,,
9/30/16,0.80%,1%,0,0%,0,,
10/3/16,-0.33%,-1%,0,0%,0,,
10/4/16,-0.50%,0%,0,0%,0,,
10/5/16,0.43%,0%,0,0%,0,,
10/6/16,0.05%,1%,0,0%,0,,
10/7/16,-0.33%,0%,0,0%,0,,
10/10/16,0.46%,4%,0,0%,0,,
10/11/16,-1.24%,-1%,0,0%,0,,
10/12/16,0.11%,0%,0,0%,0,,
10/13/16,-0.31%,0%,0,0%,0,,
10/14/16,0.02%,0%,0,0%,0,,
10/17/16,-0.30%,0%,0,0%,0,,
10/18/16,0.62%,-1%,0,0%,0,,
10/19/16,0.22%,0%,0,0%,0,,
10/20/16,-0.14%,0%,0,0%,0,,
10/21/16,-0.01%,4%,0,0%,0,,
10/24/16,0.47%,-1%,0,0%,0,,
10/25/16,-0.38%,4%,0,0%,0,,
10/26/16,-0.17%,1%,0,0%,0,,
10/27/16,-0.30%,1%,0,0%,0,,
10/28/16,-0.31%,4%,0,0%,0,,
10/31/16,-0.01%,-2%,0,0%,0,,
11/1/16,-0.68%,4%,0,0%,0,,
11/2/16,-0.65%,1%,0,0%,0,,
11/3/16,-0.44%,-7%,0,0%,0,,
11/4/16,-0.17%,3%,0,0%,0,,
11/7/16,2.22%,0%,0,0%,0,,
11/8/16,0.38%,1%,0,0%,0,,
11/9/16,1.11%,1%,0,0%,0,,
11/10/16,0.20%,-1%,0,0%,0,,
11/11/16,-0.14%,0%,0,0%,0,,
11/14/16,-0.01%,-1%,0,0%,0,,
11/15/16,0.75%,1%,0,0%,0,,
11/16/16,-0.16%,4%,0,0%,0,,
11/17/16,0.47%,0%,0,0%,0,,
11/18/16,-0.24%,1%,0,0%,0,,
11/21/16,0.75%,-1%,0,0%,0,,
11/22/16,0.22%,2%,0,0%,0,,
11/23/16,0.08%,-1%,0,0%,0,,
11/25/16,0.39%,0%,0,0%,0,,
11/28/16,-0.53%,-1%,0,0%,0,,
11/29/16,0.13%,0%,0,0%,0,,
11/30/16,-0.27%,1%,0,0%,0,,
12/1/16,-0.35%,1%,0,0%,0,,
12/2/16,0.04%,2%,0,0%,0,,
12/5/16,0.58%,-2%,0,0%,0,,
12/6/16,0.34%,1%,0,0%,0,,
12/7/16,1.32%,1%,0,0%,0,,
12/8/16,0.22%,0%,0,0%,0,,
12/9/16,0.59%,0%,0,0%,0,,
12/12/16,-0.11%,1%,0,0%,0,,
12/13/16,0.65%,0%,0,0%,0,,
12/14/16,-0.81%,0%,0,0%,0,,
12/15/16,0.39%,0%,0,0%,0,,
12/16/16,-0.18%,1%,0,0%,0,,
12/19/16,0.20%,1%,0,0%,0,,
12/20/16,0.36%,1%,0,0%,0,,
12/21/16,-0.25%,4%,0,0%,0,,
12/22/16,-0.19%,4%,0,0%,0,,
12/23/16,0.13%,7%,0,0%,0,,
12/27/16,0.22%,1%,0,0%,0,,
12/28/16,-0.84%,5%,0,0%,0,,
12/29/16,-0.03%,0%,0,0%,0,,
12/30/16,-0.46%,-1%,0,0%,0,,
1/3/17,0.85%,8%,0,0%,0,,
1/4/17,0.57%,10%,0,0%,0,,
1/5/17,-0.08%,-13%,0,0%,0,,
1/6/17,0.35%,-10%,0,0%,0,,
1/9/17,-0.35%,2%,0,0%,0,,
1/10/17,0.00%,1%,0,0%,0,,
1/11/17,0.28%,-13%,0,0%,0,,
1/12/17,-0.21%,3%,0,0%,0,,
1/13/17,0.18%,2%,0,0%,0,,
1/17/17,-0.30%,9%,0,0%,0,,
1/18/17,0.18%,-3%,0,0%,0,,
1/19/17,-0.36%,3%,0,0%,0,,
1/20/17,0.34%,0%,0,0%,0,,
1/23/17,-0.27%,3%,0,0%,0,,
1/24/17,0.66%,-3%,0,0%,0,,
1/25/17,0.80%,0%,0,0%,0,,
1/26/17,-0.07%,2%,0,0%,0,,
1/27/17,-0.09%,0%,0,0%,0,,
1/30/17,-0.60%,0%,0,0%,0,,
1/31/17,-0.09%,5%,0,0%,0,,
2/1/17,0.03%,2%,0,0%,0,,
2/2/17,0.06%,2%,0,0%,0,,
2/3/17,0.73%,1%,0,0%,0,,
2/6/17,-0.21%,1%,0,0%,0,,
2/7/17,0.02%,2%,0,0%,0,,
2/8/17,0.07%,1%,0,0%,0,,
2/9/17,0.58%,-7%,0,0%,0,,
2/10/17,0.36%,2%,0,0%,0,,
2/13/17,0.52%,0%,0,0%,0,,
2/14/17,0.40%,1%,0,0%,0,,
2/15/17,0.50%,0%,0,0%,0,,
2/16/17,-0.09%,2%,0,0%,0,,
2/17/17,0.17%,2%,0,0%,0,,
2/21/17,0.60%,7%,0,0%,0,,
2/22/17,-0.11%,0%,0,0%,0,,
2/23/17,0.04%,5%,0,0%,0,,
2/24/17,0.15%,0%,0,0%,0,,
2/27/17,0.10%,1%,0,0%,0,,
2/28/17,-0.26%,0%,0,0%,0,,
3/1/17,1.37%,3%,0,0%,0,,
3/2/17,-0.59%,3%,0,0%,0,,
3/3/17,0.05%,2%,0,0%,0,,
3/6/17,-0.33%,0%,0,0%,0,,
3/7/17,-0.29%,-3%,0,0%,0,,
3/8/17,-0.23%,-7%,0,0%,0,,
3/9/17,0.08%,4%,0,0%,0,,
3/10/17,0.33%,-7%,0,0%,0,,
3/13/17,0.04%,11%,0,0%,0,,
3/14/17,-0.34%,0%,0,0%,0,,
3/15/17,0.84%,1%,0,0%,0,,
3/16/17,-0.16%,-6%,0,0%,0,,
3/17/17,-0.13%,-9%,0,0%,0,,
3/20/17,-0.20%,-2%,0,0%,0,,
3/21/17,-1.24%,7%,0,0%,0,,
3/22/17,0.19%,-7%,0,0%,0,,
3/23/17,-0.11%,-1%,0,0%,0,,
3/24/17,-0.08%,-9%,0,0%,0,,
3/27/17,-0.10%,11%,0,0%,0,,
3/28/17,0.73%,0%,0,0%,0,,
3/29/17,0.11%,0%,0,0%,0,,
3/30/17,0.29%,4%,0,0%,0,,
3/31/17,-0.23%,1%,0,0%,0,,
4/3/17,-0.16%,5%,0,0%,0,,
4/4/17,0.06%,-1%,0,0%,0,,
4/5/17,-0.31%,5%,0,0%,0,,
4/6/17,0.19%,0%,0,0%,0,,
4/7/17,-0.08%,-1%,0,0%,0,,
4/10/17,0.07%,3%,0,0%,0,,
4/11/17,-0.14%,-1%,0,0%,0,,
4/12/17,-0.38%,-3%,0,0%,0,,
4/13/17,-0.68%,0%,0,0%,0,,
4/17/17,0.86%,2%,0,0%,0,,
4/18/17,-0.29%,1%,0,0%,0,,
4/19/17,-0.17%,2%,0,0%,0,,
4/20/17,0.76%,1%,0,0%,0,,
4/21/17,-0.30%,-1%,0,0%,0,,
4/24/17,1.08%,2%,0,0%,0,,
4/25/17,0.61%,2%,0,0%,0,,
4/26/17,-0.05%,4%,0,0%,0,,
4/27/17,0.06%,0%,0,0%,0,,
4/28/17,-0.19%,1%,0,0%,0,,
5/1/17,0.17%,8%,0,0%,0,,
5/2/17,0.12%,3%,0,0%,0,,
5/3/17,-0.13%,2%,0,0%,0,,
5/4/17,0.06%,-1%,0,0%,0,,
5/5/17,0.41%,2%,0,0%,0,,
5/8/17,0.00%,10%,0,0%,0,,
5/9/17,-0.10%,3%,0,0%,0,,
5/10/17,0.11%,4%,0,0%,0,,
5/11/17,-0.22%,-7%,0,0%,0,,
5/12/17,-0.15%,5%,0,0%,0,,
5/15/17,0.48%,-2%,0,0%,0,,
5/16/17,-0.07%,4%,0,0%,0,,
5/17/17,-1.82%,4%,0,0%,0,,
5/18/17,0.37%,4%,0,0%,0,,
5/19/17,0.68%,4%,0,0%,0,,
5/22/17,0.52%,11%,0,0%,0,,
5/23/17,0.18%,8%,0,0%,0,,
5/24/17,0.25%,-6%,0,0%,0,,
5/25/17,0.44%,-3%,0,0%,0,,
5/26/17,0.03%,-9%,0,0%,0,,
5/30/17,-0.12%,12%,0,0%,0,,
5/31/17,-0.05%,5%,0,0%,0,,
6/1/17,0.76%,3%,0,0%,0,,
6/2/17,0.37%,2%,0,0%,0,,
6/5/17,-0.12%,13%,0,0%,0,,
6/6/17,-0.28%,-6%,0,0%,0,,
6/7/17,0.16%,4%,0,0%,0,,
6/8/17,0.03%,0%,0,0%,0,,
6/9/17,-0.08%,3%,0,0%,0,,
6/12/17,-0.10%,-6%,0,0%,0,,
6/13/17,0.45%,-9%,0,0%,0,,
6/14/17,-0.10%,-1%,0,0%,0,,
6/15/17,-0.22%,3%,0,0%,0,,
6/16/17,0.03%,6%,0,0%,0,,
6/19/17,0.83%,4%,0,0%,0,,
6/20/17,-0.67%,-3%,0,0%,0,,
6/21/17,-0.06%,2%,0,0%,0,,
6/22/17,-0.05%,0%,0,0%,0,,
6/23/17,0.16%,-4%,0,0%,0,,
6/26/17,0.03%,0%,0,0%,0,,
6/27/17,-0.81%,0%,0,0%,0,,
6/28/17,0.88%,-1%,0,0%,0,,
6/29/17,-0.86%,-3%,0,0%,0,,
6/30/17,0.15%,-2%,0,0%,0,,
7/3/17,0.23%,8%,0,0%,0,,
7/5/17,0.15%,0%,0,0%,0,,
7/6/17,-0.94%,-4%,0,0%,0,,
7/7/17,0.64%,2%,0,0%,0,,
7/10/17,0.09%,-9%,0,0%,0,,
7/11/17,-0.08%,3%,0,0%,0,,
7/12/17,0.73%,-2%,0,0%,0,,
7/13/17,0.19%,-5%,0,0%,0,,
7/14/17,0.47%,-12%,0,0%,0,,
7/17/17,-0.01%,17%,0,0%,0,,
7/18/17,0.06%,-2%,0,0%,0,,
7/19/17,0.54%,26%,0,0%,0,,
7/20/17,-0.02%,-7%,0,0%,0,,
7/21/17,-0.04%,6%,0,0%,0,,
7/24/17,-0.11%,-9%,0,0%,0,,
7/25/17,0.29%,-1%,0,0%,0,,
7/26/17,0.03%,5%,0,0%,0,,
7/27/17,-0.10%,4%,0,0%,0,,
7/28/17,-0.13%,-3%,0,0%,0,,
7/31/17,-0.07%,0%,0,0%,0,,
8/1/17,0.24%,-1%,0,0%,0,,
8/2/17,0.05%,3%,0,0%,0,,
8/3/17,-0.22%,2%,0,0%,0,,
8/4/17,0.19%,13%,0,0%,0,,
8/7/17,0.16%,5%,0,0%,0,,
8/8/17,-0.24%,-2%,0,0%,0,,
8/9/17,-0.04%,2%,0,0%,0,,
8/10/17,-1.45%,7%,0,0%,0,,
8/11/17,0.13%,6%,0,0%,0,,
8/14/17,1.00%,7%,0,0%,0,,
8/15/17,-0.05%,5%,0,0%,0,,
8/16/17,0.14%,-2%,0,0%,0,,
8/17/17,-1.54%,-4%,0,0%,0,,
8/18/17,-0.18%,1%,0,0%,0,,
8/21/17,0.12%,-1%,0,0%,0,,
8/22/17,0.99%,1%,0,0%,0,,
8/23/17,-0.35%,4%,0,0%,0,,
8/24/17,-0.21%,1%,0,0%,0,,
8/25/17,0.17%,0%,0,0%,0,,
8/28/17,0.05%,6%,0,0%,0,,
8/29/17,0.08%,0%,0,0%,0,,
8/30/17,0.46%,3%,0,0%,0,,
8/31/17,0.57%,4%,0,0%,0,,
9/1/17,0.20%,-7%,0,0%,0,,
9/5/17,-0.76%,1%,0,0%,0,,
9/6/17,0.31%,0%,0,0%,0,,
9/7/17,-0.02%,-7%,0,0%,0,,
9/8/17,-0.15%,0%,0,0%,0,,
9/11/17,1.08%,-4%,0,0%,0,,
9/12/17,0.34%,-7%,0,0%,0,,
9/13/17,0.08%,-16%,0,0%,0,,
9/14/17,-0.11%,15%,0,0%,0,,
9/15/17,0.18%,0%,0,0%,0,,
9/18/17,0.15%,6%,0,0%,0,,
9/19/17,0.11%,-1%,0,0%,0,,
9/20/17,0.06%,-7%,0,0%,0,,
9/21/17,-0.30%,0%,0,0%,0,,
9/22/17,0.06%,5%,0,0%,0,,
9/25/17,-0.22%,3%,0,0%,0,,
9/26/17,0.01%,8%,0,0%,0,,
9/27/17,0.41%,0%,0,0%,0,,
9/28/17,0.12%,-1%,0,0%,0,,
9/29/17,0.37%,5%,0,0%,0,,
10/2/17,0.39%,-1%,0,0%,0,,
10/3/17,0.22%,-2%,0,0%,0,,
10/4/17,0.12%,2%,0,0%,0,,
10/5/17,0.56%,1%,0,0%,0,,
10/6/17,-0.11%,1%,0,0%,0,,
10/9/17,-0.18%,7%,0,0%,0,,
10/10/17,0.23%,1%,0,0%,0,,
10/11/17,0.18%,13%,0,0%,0,,
10/12/17,-0.17%,4%,0,0%,0,,
10/13/17,0.09%,3%,0,0%,0,,
10/16/17,0.18%,-4%,0,0%,0,,
10/17/17,0.07%,0%,0,0%,0,,
10/18/17,0.07%,2%,0,0%,0,,
10/19/17,0.03%,5%,0,0%,0,,
10/20/17,0.51%,0%,0,0%,0,,
10/23/17,-0.40%,-8%,0,0%,0,,
10/24/17,0.16%,4%,0,0%,0,,
10/25/17,-0.47%,3%,0,0%,0,,
10/26/17,0.13%,-2%,0,0%,0,,
10/27/17,0.81%,-1%,0,0%,0,,
10/30/17,-0.32%,7%,0,0%,0,,
10/31/17,0.09%,5%,0,0%,0,,
11/1/17,0.16%,4%,0,0%,0,,
11/2/17,0.02%,4%,0,0%,0,,
11/3/17,0.31%,2%,0,0%,0,,
11/6/17,0.13%,-3%,0,0%,0,,
11/7/17,-0.02%,2%,0,0%,0,,
11/8/17,0.14%,5%,0,0%,0,,
11/9/17,-0.38%,-4%,0,0%,0,,
11/10/17,-0.09%,-8%,0,0%,0,,
11/13/17,0.10%,-1%,0,0%,0,,
11/14/17,-0.23%,1%,0,0%,0,,
11/15/17,-0.55%,10%,0,0%,0,,
11/16/17,0.82%,8%,0,0%,0,,
11/17/17,-0.26%,-2%,0,0%,0,,
11/20/17,0.13%,7%,0,0%,0,,
11/21/17,0.65%,-2%,0,0%,0,,
11/22/17,-0.08%,2%,0,0%,0,,
11/24/17,0.21%,0%,0,0%,0,,
11/27/17,-0.04%,19%,0,0%,0,,
11/28/17,0.98%,2%,0,0%,0,,
11/29/17,-0.04%,-1%,0,0%,0,,
11/30/17,0.82%,1%,0,0%,0,,
12/1/17,-0.20%,9%,0,0%,0,,
12/4/17,-0.11%,7%,0,0%,0,,
12/5/17,-0.37%,0%,0,0%,0,,
12/6/17,-0.01%,18%,0,0%,0,,
12/7/17,0.29%,23%,0,0%,0,,
12/8/17,0.55%,-5%,0,0%,0,,
12/11/17,0.32%,4%,0,0%,0,,
12/12/17,0.15%,2%,0,0%,0,,
12/13/17,-0.05%,-5%,0,0%,0,,
12/14/17,-0.41%,1%,0,0%,0,,
12/15/17,0.90%,7%,0,0%,0,,
12/18/17,0.54%,8%,0,0%,0,,
